plate,well,runtime,measure,sample,sample.2,run,measures_pp
S1L1,A07,43803,0.794,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7130000000000001
S1L1,A07,44774,0.809,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7280000000000001
S1L1,A07,45745,0.813,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.732
S1L1,A07,46726,0.81,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7290000000000001
S1L1,A07,47707,0.805,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7240000000000001
S1L1,A07,48678,0.802,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7210000000000001
S1L1,A07,49658,0.801,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7200000000000001
S1L1,A07,50639,0.8,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7190000000000001
S1L1,A07,51620,0.803,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7220000000000001
S1L1,A07,52601,0.802,H2O control ,H2O C,SR1_results_DRUGPLATES_2019-07-02,0.7210000000000001
S1L1,A08,0,0.082,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,A08,938,0.084,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L1,A08,1878,0.085,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L1,A08,2809,0.086,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S1L1,A08,3750,0.087,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L1,A08,4691,0.088,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L1,A08,5631,0.089,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L1,A08,6572,0.09,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L1,A08,7513,0.09,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L1,A08,8454,0.091,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,A08,9395,0.091,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,A08,10335,0.092,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,A08,11276,0.092,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,A08,12217,0.092,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,A08,13158,0.093,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,A08,16951,0.095,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L1,A08,17902,0.095,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L1,A08,18853,0.096,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S1L1,A08,19803,0.096,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S1L1,A08,20764,0.098,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.016
S1L1,A08,21715,0.097,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.015
S1L1,A08,38949,0.107,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.024999999999999994
S1L1,A08,39920,0.107,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.024999999999999994
S1L1,A08,40891,0.108,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.025999999999999995
S1L1,A08,41862,0.107,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.024999999999999994
S1L1,A08,42833,0.109,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L1,A08,43803,0.109,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L1,A08,44774,0.109,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L1,A08,45745,0.109,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L1,A08,46726,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L1,A08,47707,0.109,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.026999999999999996
S1L1,A08,48678,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L1,A08,49658,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L1,A08,50639,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L1,A08,51620,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L1,A08,52601,0.11,Cetylpyridinium chloride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.027999999999999997
S1L1,A09,0,0.086,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,A09,938,0.086,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,A09,1878,0.087,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L1,A09,2809,0.088,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L1,A09,3750,0.089,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L1,A09,4691,0.089,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L1,A09,5631,0.09,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L1,A09,6572,0.091,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L1,A09,7513,0.091,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L1,A09,8454,0.092,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,A09,9395,0.092,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,A09,10335,0.092,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.006000000000000005
S1L1,A09,11276,0.093,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.007000000000000006
S1L1,A09,12217,0.094,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.008000000000000007
S1L1,A09,13158,0.095,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.009000000000000008
S1L1,A09,16951,0.099,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.013000000000000012
S1L1,A09,17902,0.1,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.014000000000000012
S1L1,A09,18853,0.101,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.015000000000000013
S1L1,A09,19803,0.101,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.015000000000000013
S1L1,A09,20764,0.103,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.017
S1L1,A09,21715,0.104,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.018000000000000002
S1L1,A09,38949,0.167,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.08100000000000002
S1L1,A09,39920,0.174,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.088
S1L1,A09,40891,0.182,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.096
S1L1,A09,41862,0.191,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.10500000000000001
S1L1,A09,42833,0.202,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.11600000000000002
S1L1,A09,43803,0.212,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.126
S1L1,A09,44774,0.225,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.139
S1L1,A09,45745,0.239,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.153
S1L1,A09,46726,0.254,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.168
S1L1,A09,47707,0.27,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.18400000000000002
S1L1,A09,48678,0.286,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.19999999999999998
S1L1,A09,49658,0.307,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.221
S1L1,A09,50639,0.331,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.24500000000000002
S1L1,A09,51620,0.356,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.27
S1L1,A09,52601,0.381,Tamoxifen, H2O,SR1_results_DRUGPLATES_2019-07-02,0.29500000000000004
S1L1,A10,0,0.082,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,A10,938,0.083,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L1,A10,1878,0.084,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L1,A10,2809,0.086,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S1L1,A10,3750,0.087,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L1,A10,4691,0.088,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L1,A10,5631,0.089,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L1,A10,6572,0.091,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,A10,7513,0.092,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,A10,8454,0.094,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L1,A10,9395,0.097,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.015
S1L1,A10,10335,0.101,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.019000000000000003
S1L1,A10,11276,0.106,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.023999999999999994
S1L1,A10,12217,0.112,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03
S1L1,A10,13158,0.12,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.03799999999999999
S1L1,A10,16951,0.237,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.15499999999999997
S1L1,A10,17902,0.305,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.22299999999999998
S1L1,A10,18853,0.37,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.288
S1L1,A10,19803,0.399,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.317
S1L1,A10,20764,0.368,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.286
S1L1,A10,21715,0.182,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.09999999999999999
S1L1,A10,38949,0.655,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5730000000000001
S1L1,A10,39920,0.683,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.6010000000000001
S1L1,A10,40891,0.714,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.632
S1L1,A10,41862,0.744,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.662
S1L1,A10,42833,0.774,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.6920000000000001
S1L1,A10,43803,0.794,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7120000000000001
S1L1,A10,44774,0.807,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7250000000000001
S1L1,A10,45745,0.811,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7290000000000001
S1L1,A10,46726,0.804,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7220000000000001
S1L1,A10,47707,0.797,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7150000000000001
S1L1,A10,48678,0.79,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7080000000000001
S1L1,A10,49658,0.786,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7040000000000001
S1L1,A10,50639,0.784,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7020000000000001
S1L1,A10,51620,0.784,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7020000000000001
S1L1,A10,52601,0.782,Sodium Fluoride,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7000000000000001
S1L1,A11,0,0.08,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,A11,938,0.081,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L1,A11,1878,0.082,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L1,A11,2809,0.083,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L1,A11,3750,0.084,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L1,A11,4691,0.085,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L1,A11,5631,0.087,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.006999999999999992
S1L1,A11,6572,0.088,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L1,A11,7513,0.09,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,A11,8454,0.093,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L1,A11,9395,0.095,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.015
S1L1,A11,10335,0.101,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.021000000000000005
S1L1,A11,11276,0.105,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.024999999999999994
S1L1,A11,12217,0.113,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.033
S1L1,A11,13158,0.122,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.041999999999999996
S1L1,A11,16951,0.243,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.16299999999999998
S1L1,A11,17902,0.304,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.22399999999999998
S1L1,A11,18853,0.362,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.282
S1L1,A11,19803,0.371,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.291
S1L1,A11,20764,0.365,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.285
S1L1,A11,21715,0.17,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.09000000000000001
S1L1,A11,38949,0.585,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.505
S1L1,A11,39920,0.62,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.54
S1L1,A11,40891,0.653,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.5730000000000001
S1L1,A11,41862,0.687,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.6070000000000001
S1L1,A11,42833,0.72,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.64
S1L1,A11,43803,0.748,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.668
S1L1,A11,44774,0.773,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.6930000000000001
S1L1,A11,45745,0.8,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.7200000000000001
S1L1,A11,46726,0.82,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.74
S1L1,A11,47707,0.827,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.747
S1L1,A11,48678,0.829,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.749
S1L1,A11,49658,0.826,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.746
S1L1,A11,50639,0.825,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.745
S1L1,A11,51620,0.826,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.746
S1L1,A11,52601,0.828,5-Fluorocytosine,H2O,SR1_results_DRUGPLATES_2019-07-02,0.748
S1L1,A12,0,0.08,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,A12,938,0.081,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L1,A12,1878,0.082,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0020000000000000018
S1L1,A12,2809,0.083,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0030000000000000027
S1L1,A12,3750,0.084,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0040000000000000036
S1L1,A12,4691,0.085,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0050000000000000044
S1L1,A12,5631,0.086,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L1,A12,6572,0.088,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L1,A12,7513,0.089,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,A12,8454,0.09,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,A12,9395,0.092,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L1,A12,10335,0.094,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S1L1,A12,11276,0.097,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.017
S1L1,A12,12217,0.1,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.020000000000000004
S1L1,A12,13158,0.104,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.023999999999999994
S1L1,A12,16951,0.134,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.054000000000000006
S1L1,A12,17902,0.161,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.081
S1L1,A12,18853,0.188,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.108
S1L1,A12,19803,0.224,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.14400000000000002
S1L1,A12,20764,0.267,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.187
S1L1,A12,21715,0.31,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.22999999999999998
S1L1,A12,38949,0.339,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.259
S1L1,A12,39920,0.343,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.263
S1L1,A12,40891,0.359,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.27899999999999997
S1L1,A12,41862,0.377,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.297
S1L1,A12,42833,0.397,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.317
S1L1,A12,43803,0.415,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.33499999999999996
S1L1,A12,44774,0.436,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.356
S1L1,A12,45745,0.459,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.379
S1L1,A12,46726,0.479,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.39899999999999997
S1L1,A12,47707,0.498,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.418
S1L1,A12,48678,0.518,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.438
S1L1,A12,49658,0.538,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.458
S1L1,A12,50639,0.561,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.48100000000000004
S1L1,A12,51620,0.582,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.502
S1L1,A12,52601,0.605,Azaserine*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.525
S1L1,B01,0,0.083,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,B01,938,0.084,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.0010000000000000009
S1L1,B01,1878,0.094,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.010999999999999996
S1L1,B01,2809,0.119,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.03599999999999999
S1L1,B01,3750,0.14,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.05700000000000001
S1L1,B01,4691,0.155,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.072
S1L1,B01,5631,0.168,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.085
S1L1,B01,6572,0.177,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.09399999999999999
S1L1,B01,7513,0.183,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.09999999999999999
S1L1,B01,8454,0.19,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.107
S1L1,B01,9395,0.194,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.111
S1L1,B01,10335,0.199,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.116
S1L1,B01,11276,0.205,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.12199999999999998
S1L1,B01,12217,0.209,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.126
S1L1,B01,13158,0.213,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.13
S1L1,B01,16951,0.233,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.15000000000000002
S1L1,B01,17902,0.23,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.14700000000000002
S1L1,B01,18853,0.22,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.137
S1L1,B01,19803,0.213,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.13
S1L1,B01,20764,0.22,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.137
S1L1,B01,21715,0.219,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.136
S1L1,B01,38949,0.57,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.48699999999999993
S1L1,B01,39920,0.601,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.518
S1L1,B01,40891,0.633,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.55
S1L1,B01,41862,0.655,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.5720000000000001
S1L1,B01,42833,0.678,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.5950000000000001
S1L1,B01,43803,0.7,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.617
S1L1,B01,44774,0.725,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.642
S1L1,B01,45745,0.747,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.664
S1L1,B01,46726,0.765,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.682
S1L1,B01,47707,0.789,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.7060000000000001
S1L1,B01,48678,0.806,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.7230000000000001
S1L1,B01,49658,0.824,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.741
S1L1,B01,50639,0.841,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.758
S1L1,B01,51620,0.846,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.763
S1L1,B01,52601,0.845,DMSO control,DMSO C,SR1_results_DRUGPLATES_2019-07-02,0.762
S1L1,B02,0,0.085,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0
S1L1,B02,938,0.086,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,9.99999999999987e-4
S1L1,B02,1878,0.087,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.001999999999999988
S1L1,B02,2809,0.089,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.00399999999999999
S1L1,B02,3750,0.09,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0049999999999999906
S1L1,B02,4691,0.091,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.0059999999999999915
S1L1,B02,5631,0.093,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.007999999999999993
S1L1,B02,6572,0.094,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.008999999999999994
S1L1,B02,7513,0.095,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.009999999999999995
S1L1,B02,8454,0.097,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.011999999999999997
S1L1,B02,9395,0.098,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.012999999999999998
S1L1,B02,10335,0.099,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.013999999999999999
S1L1,B02,11276,0.101,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.016
S1L1,B02,12217,0.101,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.016
S1L1,B02,13158,0.103,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.017999999999999988
S1L1,B02,16951,0.107,Compound 48/80*,H2O,SR1_results_DRUGPLATES_2019-07-02,0.021999999999999992
